,Station Names,YEAR,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Amon_area,Amon_production,Aus_area,Aus_production,Jute_area,Jute_production,Boro_Area,Boro_Production
781,Chittagong,2001,34.55833333,21.425,244.5833333,77.0,2.55,3.925,7.025,624270.0,666350,106640,86960.0,,,327860.0,360410.0
782,Chuadanga,2001,34.54166667,20.91666667,129.4444444,79.71296296,0.7,3.141666667,6.336111111,,,,,,,,
783,Comilla,2001,33.49166667,21.025,162.5,82.08333333,0.983333333,3.55,6.941666667000001,794680.0,645310,266460,197330.0,37690.0,168850,675310.0,876830.0
784,Cox's Bazar,2001,33.95,22.075,334.5,81.91666667,1.241666667,3.375,7.775,,,,,,,,
785,Dhaka,2001,33.24166667,21.45,140.41666669999998,74.33333333,0.8916666670000001,3.875,6.291666667,491320.0,392150,117280,44170.0,63190.0,217370,583020.0,809320.0
786,Dinajpur,2001,33.69166667,20.25,185.5,79.5,0.558333333,3.166666667,6.6166666670000005,1034270.0,799250,42040,30840.0,44930.0,142430,492910.0,613610.0
787,Faridpur,2001,33.39166667,21.41666667,136.16666669999998,79.75,0.991666667,3.233333333,6.8666666670000005,553110.0,331350,317710,132840.0,197940.0,799670,360090.0,533260.0
788,Feni,2001,33.86666667,21.375,304.25,80.08333333,0.7416666670000001,3.7,6.75,,,,,,,,
789,Noakhali,2001,32.525,21.63333333,352.5833333,82.5,1.466666667,3.45,6.983333332999999,675760.0,543080,219240,122050.0,240.0,560,260080.0,322210.0
790,Ishurdi,2001,33.80833333,20.66666667,123.1666667,78.16666667,1.033333333,3.341666667,6.475,,,,,,,,
791,Jessore,2001,34.625,20.85,134.25,81.0,1.225,3.733333333,5.975,622400.0,517220,220870,152920.0,91330.0,397290,633640.0,897400.0
792,Khepupara,2001,33.26666667,22.175,289.0833333,82.66666667,1.291666667,3.558333333,6.2,,,,,,,,
793,Khulna,2001,34.35,21.875,140.83333330000005,81.5,0.55,3.391666667,6.983333332999999,850850.0,664430,31390,20670.0,15300.0,74200,209550.0,246830.0
794,Kutubdia,2001,32.33333333,21.88333333,193.3333333,82.08333333,0.816666667,3.191666667,7.141666667000001,,,,,,,,
795,Madaripur,2001,33.71666667,21.59166667,198.25,82.83333333,0.558333333,3.316666667,5.791666667,,,,,,,,
796,Maijdee Court,2001,33.46666667,22.01666667,269.0,82.08333333,0.825,3.375,6.983333332999999,,,,,,,,
797,Bagerhat,2001,34.06666667,22.55833333,162.83333330000005,80.83333333,1.4333333330000002,3.141666667,6.983333332999999,,,,,,,,
798,Mymensingh,2001,33.275,20.975,162.33333330000005,81.41666667,1.141666667,3.508333333,6.075,655150.0,538040,186180,116570.0,23270.0,82380,525980.0,698110.0
799,Patuakhali,2001,34.09166667,21.83333333,242.9166667,84.16666667,1.108333333,3.733333333,5.75,862300.0,591110,253490,146690.0,280.0,500,2010.0,1420.0
800,Rajshahi,2001,34.11666667,20.60833333,113.5833333,79.5,1.016666667,3.391666667,7.141666667000001,971600.0,853070,161010,99140.0,36300.0,134670,796040.0,1061600.0
801,Rangamati,2001,34.10833333,20.93333333,172.16666669999995,78.66666667,0.625,3.2833333330000003,6.891666667000001,24110.0,27370,11430,7360.0,70.0,340,16620.0,16180.0
802,Rangpur,2001,33.35,20.375,207.6666667,80.33333333,1.041666667,3.316666667,6.4,1430750.0,1221120,31700,13690.0,279850.0,1147380,861950.0,1102780.0
803,Sandwip,2001,33.31666667,21.01666667,406.5,85.0,0.725,3.725,6.575,,,,,,,,
804,Satkhira,2001,33.99166667,21.46666667,140.25,79.83333333,0.683333333,3.275,6.775,,,,,,,,
805,Khagrachari,2001,34.625,20.71666667,227.1666667,81.5,0.941666667,3.341666667,5.575,36690.0,36360,3700,2830.0,0.0,0,11170.0,10380.0
806,Maulavibazar,2001,34.05,19.35,241.75,83.16666667,0.541666667,3.825,6.85,,,,,,,,
807,Nilphamari,2001,33.86666667,20.06666667,178.8055556,78.83333333,1.341666667,3.016666667,5.902777778,,,,,,,,
808,Sylhet,2001,34.15,20.95,289.4166667,80.16666667,1.575,4.216666667,6.2416666670000005,1007660.0,762830,396940,245440.0,1820.0,6150,784310.0,837900.0
809,Tangail,2001,31.76666667,20.81666667,131.0,80.66666667,0.816666667,3.591666667,6.308333332999999,365390.0,277650,62210,22500.0,62040.0,253740,345060.0,421440.0
810,Teknaf,2001,33.15833333,22.15833333,382.9166667,80.41666667,0.75,3.458333333,7.208333333,,,,,,,,
811,Barisal,2002,33.74166667,21.25,205.75,84.41666667,0.75,4.041666667,6.65,938790.0,581460,386160,210670.0,3740.0,19180,187570.0,215460.0
812,Bhola,2002,32.38333333,21.6,193.6666667,84.16666667,0.541666667,3.483333333,5.191666667,,,,,,,,
813,Bogra,2002,33.76666667,21.11666667,167.58333330000005,81.08333333,0.725,3.6,6.275,565080.0,460340,18060,12120.0,14550.0,75380,603890.0,772260.0
814,Chandpur,2002,33.36666667,21.80833333,206.3333333,79.08333333,0.566666667,3.475,5.566666667000001,,,,,,,,
815,Chittagong,2002,34.14166667,21.96666667,226.25,74.66666667,2.825,4.083333333,6.958333333,647120.0,676750,113580,90730.0,,,272930.0,307470.0
816,Chuadanga,2002,34.85,21.10833333,129.4444444,79.71296296,0.6083333329999999,3.275,6.336111111,,,,,,,,
817,Comilla,2002,33.55833333,20.90833333,178.0,81.91666667,1.15,3.783333333,6.633333333,743070.0,610400,271060,199690.0,35890.0,111700,743890.0,965880.0
818,Cox's Bazar,2002,33.95833333,22.525,326.5,82.33333333,1.208333333,3.383333333,7.533333333,,,,,,,,
819,Dhaka,2002,33.44166667,21.525,149.08333330000005,74.08333333,0.9,4.166666667,5.958333333,502040.0,383320,114850,48540.0,62570.0,218610,585640.0,849220.0
820,Dinajpur,2002,33.6,20.28333333,212.4166667,80.66666667,0.6083333329999999,3.475,6.725,951700.0,669420,28770,15510.0,42600.0,119470,497490.0,581610.0
821,Faridpur,2002,33.675,21.51666667,181.5833333,80.58333333,1.0,3.558333333,6.8,579080.0,323150,335960,129700.0,220920.0,932680,344120.0,511820.0
822,Feni,2002,34.21666667,21.25,221.6666667,80.41666667,0.7583333329999999,3.941666667,6.433333332999999,,,,,,,,
823,Noakhali,2002,32.89166667,21.5,282.0,82.83333333,1.191666667,3.458333333,6.591666667,686420.0,513710,218990,129980.0,320.0,5100,271420.0,338390.0
824,Ishurdi,2002,34.24166667,20.76666667,116.4166667,80.08333333,1.025,3.516666667,6.825,,,,,,,,
825,Jessore,2002,35.45,20.98333333,176.66666669999995,80.83333333,1.325,3.641666667,5.9916666670000005,658140.0,616810,170780,115200.0,89990.0,385970,607260.0,866360.0
826,Khepupara,2002,33.44166667,22.25833333,235.4166667,82.33333333,1.158333333,3.741666667,6.208333333,,,,,,,,
827,Khulna,2002,34.96666667,21.875,222.3333333,81.75,0.675,3.625,7.025,873040.0,691480,32080,22490.0,11510.0,61120,200670.0,218190.0
828,Kutubdia,2002,32.375,22.35,199.0833333,81.58333333,0.941666667,3.125,7.508333332999999,,,,,,,,
829,Madaripur,2002,34.16666667,21.625,180.4166667,82.0,0.6333333329999999,3.333333333,5.841666667,,,,,,,,
830,Maijdee Court,2002,33.65,21.99166667,260.1666667,81.58333333,0.775,3.433333333,6.441666667000001,,,,,,,,
831,Bagerhat,2002,35.03333333,22.44166667,232.1666667,81.33333333,1.291666667,3.383333333,7.108333332999999,,,,,,,,
832,Mymensingh,2002,32.59166667,20.89166667,199.5833333,82.33333333,1.016666667,3.8,6.233333332999999,657900.0,494600,169220,114840.0,21090.0,62780,474150.0,622200.0
833,Patuakhali,2002,34.325,21.75833333,225.3333333,85.08333333,0.908333333,3.808333333,5.7,809750.0,524420,248180,138170.0,260.0,250,2730.0,1810.0
834,Rajshahi,2002,34.55,20.65833333,120.3333333,80.5,1.1,3.5333333330000003,7.158333333,959560.0,805310,144650,91240.0,35420.0,153510,804960.0,1054990.0
835,Rangamati,2002,34.20833333,20.75,232.0,82.0,0.483333333,3.375,6.691666667000001,25140.0,29170,11110,6680.0,30.0,160,16090.0,15770.0
836,Rangpur,2002,32.98333333,20.5,215.6666667,81.75,1.15,3.933333333,6.408333333,1385080.0,1077250,24790,9980.0,268800.0,881010,855780.0,969860.0
837,Sandwip,2002,30.35,22.25833333,418.6666667,84.66666667,0.816666667,3.658333333,5.8,,,,,,,,
838,Satkhira,2002,34.90833333,21.75,158.58333330000005,79.5,0.583333333,3.216666667,6.8,,,,,,,,
839,Khagrachari,2002,34.4,20.725,230.1666667,82.33333333,0.6333333329999999,3.483333333,5.366666667,43770.0,41690,5200,3850.0,0.0,0,10940.0,11280.0
840,Maulavibazar,2002,34.1,19.21666667,262.0833333,82.91666667,0.708333333,4.116666667,6.658333333,,,,,,,,
841,Nilphamari,2002,33.31666667,20.15833333,178.8055556,80.33333333,1.4416666669999998,3.416666667,5.902777778,,,,,,,,
842,Sylhet,2002,33.975,20.75833333,289.0,81.75,1.591666667,4.5,5.9916666670000005,969430.0,745360,323550,215120.0,1410.0,3720,840870.0,883100.0
843,Tangail,2002,33.775,20.775,168.33333330000005,81.25,0.7333333329999999,3.65,6.516666667000001,352170.0,248640,58830,19790.0,64670.0,226040,346470.0,486310.0
844,Teknaf,2002,33.38333333,22.14166667,327.4166667,80.25,0.8,3.358333333,6.75,,,,,,,,
845,Barisal,2003,33.44166667,21.675,149.58333330000005,84.91666667,0.825,3.925,6.466666667,903560.0,623030,374970,196350.0,5480.0,19180,188410.0,218990.0
846,Bhola,2003,33.25833333,21.675,151.58333330000005,83.75,0.6166666670000001,3.241666667,5.35,,,,,,,,
847,Bogra,2003,34.16666667,21.025,141.0,80.33333333,0.825,3.575,6.65,573460.0,478730,17940,12740.0,15260.0,75380,651960.0,854410.0
848,Chandpur,2003,32.86666667,22.08333333,143.16666669999995,80.83333333,0.441666667,3.233333333,5.466666667,,,,,,,,
849,Chittagong,2003,34.06666667,21.89166667,230.75,79.91666667,0.625,3.5,6.958333333,657900.0,681580,118190,99430.0,,,276510.0,336580.0
850,Chuadanga,2003,34.55,21.01666667,126.8333333,80.25,0.591666667,3.175,6.533333333,,,,,,,,
851,Comilla,2003,33.56666667,20.63333333,152.08333330000005,82.0,1.291666667,3.625,6.908333333,766880.0,642850,248920,182030.0,32950.0,111700,819520.0,1031060.0
852,Cox's Bazar,2003,33.91666667,22.35833333,342.75,81.91666667,1.308333333,3.258333333,7.525,,,,,,,,
853,Dhaka,2003,33.51666667,21.75,141.08333330000005,74.58333333,1.283333333,4.05,5.883333333,473940.0,371430,108390,42490.0,63550.0,218610,604270.0,863620.0
854,Dinajpur,2003,33.13333333,20.06666667,171.41666669999995,82.25,0.6083333329999999,3.5,6.158333333,964890.0,666910,31960,26680.0,37570.0,119470,487880.0,581670.0
855,Faridpur,2003,33.69166667,21.46666667,116.6666667,80.66666667,0.85,3.316666667,6.716666667,539340.0,284220,317070,127970.0,228040.0,932680,363350.0,551160.0
856,Feni,2003,33.21666667,21.225,220.9166667,80.5,0.841666667,3.958333333,6.916666667,,,,,,,,
857,Noakhali,2003,32.85833333,21.68333333,305.3333333,82.0,1.191666667,3.433333333,6.6,697270.0,552520,224800,133980.0,2170.0,5100,280340.0,361020.0
858,Ishurdi,2003,34.23333333,20.63333333,91.83333333,80.58333333,1.1,3.475,6.558333332999999,,,,,,,,
859,Jessore,2003,34.89166667,20.90833333,157.66666669999995,81.33333333,1.358333333,3.666666667,6.166666667,660070.0,649750,173240,127630.0,81600.0,385970,601870.0,866800.0
860,Khepupara,2003,33.05833333,22.175,202.9166667,83.16666667,1.075,3.491666667,6.2,,,,,,,,
861,Khulna,2003,34.35,22.0,134.83333330000002,81.91666667,0.716666667,3.383333333,6.733333332999999,930330.0,775420,29720,20940.0,11960.0,61120,204420.0,240450.0
862,Kutubdia,2003,32.625,22.41666667,207.9166667,80.16666667,1.041666667,3.175,7.366666667,,,,,,,,
863,Madaripur,2003,33.975,21.86666667,134.0,82.0,0.6083333329999999,3.241666667,5.65,,,,,,,,
864,Maijdee Court,2003,33.76666667,22.14166667,257.5833333,81.91666667,1.016666667,3.183333333,6.783333333,,,,,,,,
865,Bagerhat,2003,34.2,22.48333333,140.66666669999998,81.91666667,1.308333333,3.2,6.975,,,,,,,,
866,Mymensingh,2003,32.96666667,20.89166667,151.08333330000005,82.33333333,1.158333333,3.775,6.125,646390.0,480370,168720,104440.0,19930.0,62780,465660.0,628150.0
867,Patuakhali,2003,33.90833333,21.90833333,238.0833333,87.08333333,0.791666667,3.608333333,6.141666667000001,790100.0,476420,253360,152210.0,200.0,250,2520.0,1510.0
868,Rajshahi,2003,34.59166667,20.75,117.6666667,80.08333333,1.025,3.383333333,6.933333332999999,939810.0,818810,184020,118070.0,36990.0,153510,840880.0,1121930.0
869,Rangamati,2003,34.825,20.825,206.1666667,80.66666667,0.475,3.141666667,6.875,25570.0,29960,12680,7190.0,30.0,160,15810.0,16100.0
870,Rangpur,2003,33.0,20.375,200.1666667,82.08333333,1.225,4.0,6.258333333,1442120.0,1171790,27330,17780.0,226480.0,881010,848260.0,1032080.0
871,Sandwip,2003,32.2785461,22.08989362,296.1702128,83.48188406,1.563475177,3.29692029,6.533333333,,,,,,,,
872,Satkhira,2003,33.875,21.86666667,144.75,80.58333333,0.483333333,3.091666667,6.8666666670000005,,,,,,,,
873,Khagrachari,2003,34.18333333,20.875,248.0,82.08333333,0.683333333,3.066666667,5.725,48570.0,47080,5790,4640.0,0.0,0,11010.0,11430.0
874,Maulavibazar,2003,33.525,19.55833333,191.25,81.5,0.7,3.841666667,6.625,,,,,,,,
875,Nilphamari,2003,33.225,20.05,215.9166667,81.33333333,1.6333333330000002,3.475,6.35,,,,,,,,
876,Sylhet,2003,33.70833333,20.81666667,296.3333333,79.0,1.5,4.391666667,5.75,1006000.0,800970,339500,219070.0,1200.0,3720,812730.0,870680.0
877,Tangail,2003,33.80833333,20.79166667,149.66666669999995,81.41666667,0.708333333,3.591666667,6.383333333,371780.0,273880,56160,33760.0,57960.0,226040,343500.0,506610.0
878,Teknaf,2003,33.01666667,22.0,370.9166667,80.83333333,0.7666666670000001,3.216666667,7.058333332999999,,,,,,,,
879,Barisal,2004,33.4,21.625,210.75,84.41666667,0.908333333,3.808333333,5.958333333,889450.0,596650,383740,201220.0,5670.0,19330,187810.0,224590.0
880,Bhola,2004,33.23333333,21.6,256.6666667,84.25,0.591666667,3.2,5.475,,,,,,,,
881,Bogra,2004,33.98333333,21.00833333,179.75,79.83333333,0.908333333,3.441666667,6.3,577410.0,508170,17890,12060.0,15600.0,72540,678480.0,908890.0
882,Chandpur,2004,32.89166667,22.21666667,198.5833333,83.58333333,0.325,3.25,5.2,,,,,,,,
883,Chittagong,2004,34.04166667,21.925,243.6666667,80.25,0.558333333,3.683333333,6.958333333,656800.0,697760,126820,108360.0,,,280980.0,322320.0
884,Chuadanga,2004,35.28333333,21.025,162.58333330000005,78.33333333,0.775,3.191666667,6.825,,,,,,,,
885,Comilla,2004,33.45,20.99166667,202.0,81.58333333,1.641666667,3.783333333,6.633333333,657020.0,544970,229040,165300.0,26190.0,89830,828660.0,1087310.0
886,Cox's Bazar,2004,34.74166667,22.425,273.5,81.25,1.241666667,3.2833333330000003,7.466666667,,,,,,,,
887,Dhaka,2004,33.55,21.925,195.5833333,73.66666667,1.233333333,3.941666667,5.908333333,464760.0,401450,107500,46340.0,58920.0,193850,597900.0,866170.0
888,Dinajpur,2004,33.38333333,20.025,191.0833333,81.33333333,0.575,3.558333333,5.891666667000001,964550.0,725330,27130,23780.0,36080.0,119790,504990.0,640880.0
889,Faridpur,2004,33.66666667,21.64166667,166.75,79.16666667,1.058333333,3.383333333,6.7416666670000005,588460.0,343150,327240,142180.0,224970.0,1046110,473970.0,737990.0
890,Feni,2004,33.0,21.125,199.5833333,82.16666667,0.775,3.641666667,6.283333333,,,,,,,,
891,Noakhali,2004,33.025,21.51666667,333.75,83.0,1.341666667,3.375,5.958333333,706710.0,551230,213550,123190.0,1120.0,2640,247180.0,309860.0
892,Ishurdi,2004,34.625,20.74166667,149.08333330000005,79.16666667,1.216666667,3.316666667,6.583333333,,,,,,,,
893,Jessore,2004,35.3,20.78333333,203.6666667,81.16666667,1.541666667,3.441666667,6.333333333,705500.0,787060,165240,114240.0,82050.0,408610,667170.0,968640.0
894,Khepupara,2004,33.16666667,21.85833333,206.0,83.25,1.191666667,3.366666667,5.45,,,,,,,,
895,Khulna,2004,34.29166667,22.10833333,164.83333330000005,81.33333333,0.941666667,3.366666667,6.416666667,871660.0,720670,29550,21210.0,12610.0,64310,294350.0,355860.0
896,Kutubdia,2004,32.3,22.39166667,211.75,80.16666667,1.175,3.358333333,6.733333332999999,,,,,,,,
897,Madaripur,2004,33.88333333,21.9,185.0833333,81.5,0.566666667,3.308333333,5.6,,,,,,,,
898,Maijdee Court,2004,33.225,22.2,287.0833333,82.16666667,0.991666667,3.183333333,6.35,,,,,,,,
899,Bagerhat,2004,34.575,22.38333333,158.58333330000005,83.08333333,1.216666667,3.183333333,6.675,,,,,,,,
900,Mymensingh,2004,32.50833333,20.94166667,266.0833333,83.0,1.141666667,3.641666667,5.916666667,674340.0,554420,161460,112890.0,19630.0,71060,476690.0,626800.0
901,Patuakhali,2004,33.775,21.875,220.5833333,86.08333333,0.791666667,3.541666667,6.391666667000001,877580.0,536560,252060,157160.0,290.0,410,2120.0,1260.0
902,Rajshahi,2004,35.01666667,20.73333333,148.83333330000005,78.75,1.108333333,3.2833333330000003,6.775,929050.0,791080,185920,125120.0,35990.0,145400,881360.0,1201000.0
903,Rangamati,2004,34.44166667,20.85,259.4166667,80.08333333,0.666666667,3.325,6.575,25680.0,30400,11850,7860.0,30.0,130,17050.0,21960.0
904,Rangpur,2004,32.84166667,20.43333333,223.3333333,81.91666667,1.241666667,3.841666667,6.183333332999999,1397180.0,1209740,20450,12040.0,185800.0,804510,871190.0,1147470.0
905,Sandwip,2004,31.85833333,21.6,389.1666667,84.75,0.425,2.458333333,6.825,,,,,,,,
906,Satkhira,2004,34.08333333,21.79166667,169.41666669999995,79.33333333,0.466666667,2.833333333,6.591666667,,,,,,,,
907,Khagrachari,2004,34.08333333,20.98333333,270.5833333,82.41666667,1.183333333,3.35,5.533333333,56760.0,63740,5870,6640.0,0.0,0,12000.0,13580.0
908,Maulavibazar,2004,33.3,19.59166667,254.6666667,81.0,0.7583333329999999,3.766666667,6.325,,,,,,,,
909,Nilphamari,2004,33.625,20.075,232.25,80.41666667,1.641666667,3.483333333,5.908333333,,,,,,,,
910,Sylhet,2004,33.575,20.96666667,355.3333333,77.83333333,1.7,4.116666667,5.8666666670000005,1006540.0,848410,291360,213460.0,4170.0,13510,767150.0,759550.0
911,Tangail,2004,33.96666667,20.83333333,167.08333330000005,80.41666667,0.7,3.45,6.316666667000001,371510.0,265800,54990,32330.0,50730.0,195310,348950.0,515620.0
912,Teknaf,2004,32.91666667,22.00833333,345.0833333,81.25,0.6333333329999999,3.1583333330000003,7.058333332999999,,,,,,,,
913,Barisal,2005,34.08333333,21.95,161.91666669999995,86.0,0.7666666670000001,4.033333333,6.466666667,825445.0,440382,380260,192580.0,3890.0,10114,220955.0,281120.0
914,Bhola,2005,33.58333333,22.00833333,197.1666667,83.83333333,0.6166666670000001,3.4083333330000003,6.458333333,,,,,35.0,91,,
915,Bogra,2005,34.0,21.3,174.25,78.25,1.008333333,3.391666667,6.225,555775.0,464718,17120,11850.0,9917.0,45420,661263.0,901785.0
916,Chandpur,2005,33.23333333,22.575,128.25,82.75,0.458333333,3.758333333,6.0,,,,,9453.0,33180,,
917,Chittagong,2005,34.45833333,22.425,194.25,80.41666667,0.8,3.725,6.091666667,644083.0,665129,112250,100830.0,0.0,0,273854.0,313277.0
918,Chuadanga,2005,35.39166667,21.38333333,123.5,78.5,0.716666667,3.358333333,6.733333332999999,,,,,31983.0,173988,,
919,Comilla,2005,33.59166667,21.24166667,202.0,82.08333333,1.3666666669999998,3.9,6.725,463834.0,330405,207260,140460.0,4283.0,18460,832248.0,1157012.0
920,Cox's Bazar,2005,33.475,23.01666667,282.0,80.25,1.808333333,3.308333333,7.208333333,,,,,0.0,0,,
921,Dhaka,2005,33.66666667,22.36666667,219.75,73.83333333,1.133333333,3.991666667,5.925,444055.0,290585,57420,22780.0,9605.0,29776,608500.0,938662.0
922,Dinajpur,2005,33.50833333,20.39166667,247.9166667,80.75,0.5083333329999999,3.608333333,6.508333333,987329.0,718648,24980,19480.0,13325.0,59030,557836.0,764233.0
923,Faridpur,2005,34.0,21.975,137.5,79.5,0.958333333,3.675,6.75,496334.0,221808,220300,75590.0,85559.0,446618,459354.0,719617.0
924,Feni,2005,33.325,21.48333333,239.0,82.33333333,0.6,3.35,6.4,,,,,160.0,320,,
925,Noakhali,2005,33.14166667,22.09166667,317.8333333,83.41666667,1.533333333,3.308333333,6.725,629025.0,359728,208050,119320.0,250.0,658,249138.0,342958.0
926,Ishurdi,2005,34.90833333,21.11666667,151.58333330000005,78.75,1.175,3.591666667,6.608333332999999,,,,,,,,
927,Jessore,2005,35.64166667,21.20833333,139.83333330000002,80.75,1.325,3.375,5.95,649053.0,618543,140540,113280.0,29295.0,170790,667629.0,1008922.0
928,Khepupara,2005,33.63333333,22.40833333,279.0,82.75,1.4416666669999998,3.4083333330000003,6.083333333,,,,,,,,
929,Khulna,2005,34.28333333,22.44166667,165.16666669999995,82.41666667,0.933333333,3.75,6.7416666670000005,796220.0,651199,32830,23280.0,803.0,3951,270302.0,334953.0
930,Kutubdia,2005,33.03333333,23.025,227.25,80.16666667,1.5583333330000002,3.883333333,7.033333333,,,,,,,,
931,Madaripur,2005,33.90833333,22.05833333,158.75,81.83333333,0.258333333,3.5,5.875,,,,,36965.0,160798,,
932,Maijdee Court,2005,33.65,22.56666667,236.0833333,82.08333333,1.1,3.233333333,6.633333333,,,,,,,,
933,Bagerhat,2005,34.95,22.74166667,200.5,84.08333333,0.816666667,3.275,6.8666666670000005,,,,,82.0,379,,
934,Mymensingh,2005,32.84166667,21.08333333,222.6666667,82.83333333,1.166666667,3.883333333,5.733333332999999,648873.0,500915,134710,84190.0,,,486507.0,651081.0
935,Patuakhali,2005,34.325,22.18333333,225.25,84.58333333,0.591666667,3.85,6.591666667,854942.0,539576,272970,170340.0,227.0,313,2038.0,1437.0
936,Rajshahi,2005,34.625,20.96666667,117.0833333,78.75,0.933333333,3.591666667,6.425,919506.0,803978,172210,127490.0,8411.0,43064,886941.0,1274843.0
937,Rangamati,2005,34.2,21.28333333,177.0,79.75,0.7333333329999999,3.625,6.566666667000001,25665.0,29862,14260,7810.0,,,17120.0,21817.0
938,Rangpur,2005,32.79166667,20.46666667,237.75,81.75,1.191666667,4.008333333,6.266666667000001,1369640.0,1060920,8560,4080.0,44430.0,177276,910930.0,1228937.0
939,Sandwip,2005,33.4,21.63333333,255.5833333,84.16666667,1.591666667,3.891666667,6.941666667000001,,,,,,,,
940,Satkhira,2005,34.55833333,22.125,165.16666669999995,79.08333333,0.7333333329999999,3.325,6.716666667,,,,,12687.0,66353,,
941,Khagrachari,2005,34.46666667,21.46666667,252.5,82.83333333,1.291666667,3.558333333,6.958333333,49352.0,54472,6100,5890.0,,,13070.0,15744.0
942,Maulavibazar,2005,33.94166667,19.775,197.9166667,81.08333333,0.75,3.641666667,7.2,,,,,0.0,0,,
943,Nilphamari,2005,33.45833333,20.30833333,220.8333333,80.0,1.55,3.491666667,6.191666667000001,,,,,37220.0,142180,,
944,Sylhet,2005,34.03333333,21.06666667,346.9166667,78.83333333,1.583333333,4.475,5.825,862036.0,675563,226650,121760.0,94.0,281,878905.0,961232.0
945,Tangail,2005,34.08333333,21.16666667,168.08333330000005,80.58333333,0.666666667,3.608333333,5.908333333,318251.0,217327,22020,8530.0,,,362201.0,532521.0
946,Teknaf,2005,33.325,22.75,332.6666667,81.83333333,0.408333333,3.475,7.091666667,,,,,,,,
947,Barisal,2006,34.30833333,21.94166667,166.5,84.58333333,0.85,3.791666667,6.266666667000001,874905.0,563456,384895,223865.0,4260.0,13078,237600.0,312835.0
948,Bhola,2006,33.9,22.19166667,182.4166667,84.25,0.55,3.341666667,6.108333332999999,,,,,70.0,120,,
949,Bogra,2006,34.71666667,21.41666667,92.16666667,78.08333333,0.8666666670000001,3.141666667,5.783333333,540972.0,458407,19867,14846.0,9127.0,40889,650095.0,881387.0
950,Chandpur,2006,33.775,22.49166667,142.83333330000005,81.33333333,0.5166666670000001,3.516666667,6.4,,,,,10082.0,37908,,
951,Chittagong,2006,34.65833333,22.36666667,197.9166667,80.25,0.7333333329999999,3.5,6.091666667,632647.0,643804,86645,82878.0,0.0,0,288450.0,333753.0
952,Chuadanga,2006,35.86666667,21.09166667,121.0,78.16666667,0.675,3.091666667,6.7,,,,,31806.0,181612,,
953,Comilla,2006,33.96666667,21.41666667,158.16666669999995,81.33333333,1.225,3.483333333,6.4916666670000005,548692.0,410652,209025,154405.0,4020.0,16442,802980.0,1147205.0
954,Cox's Bazar,2006,33.45,22.70833333,294.0833333,79.41666667,1.158333333,3.366666667,7.016666667000001,,,,,0.0,0,,
955,Dhaka,2006,34.61666667,22.425,159.91666669999995,72.25,0.833333333,3.716666667,5.65,430452.0,310173,35870,17518.0,10370.0,45835,597595.0,862236.0
956,Dinajpur,2006,34.24166667,20.61666667,107.0833333,78.75,0.591666667,3.391666667,6.3666666670000005,1008173.0,823558,20866,17752.0,11441.0,46565,548980.0,782231.0
957,Faridpur,2006,34.85833333,21.85,137.41666669999998,78.83333333,1.241666667,3.366666667,6.458333333,467313.0,267363,197718,73436.0,95595.0,516213,469215.0,745974.0
958,Feni,2006,33.55,21.725,173.83333330000005,81.75,0.625,3.583333333,6.091666667,,,,,90.0,225,,
959,Noakhali,2006,33.21666667,22.175,245.0833333,84.75,1.6916666669999998,3.116666667,6.95,650719.0,493400,210436,128835.0,140.0,529,225865.0,294267.0
960,Ishurdi,2006,35.3,20.85833333,107.1666667,78.33333333,1.0,3.15,6.966666667,,,,,,,,
961,Jessore,2006,36.11666667,21.06666667,147.41666669999995,80.33333333,1.216666667,3.066666667,5.766666667000001,762871.0,757824,142599,116121.0,37540.0,203091,676805.0,1008640.0
962,Khepupara,2006,34.2,22.53333333,220.6666667,82.08333333,1.208333333,3.275,6.075,,,,,,,,
963,Khulna,2006,34.95833333,22.38333333,171.75,79.58333333,0.658333333,3.291666667,6.133333333,800537.0,666957,32223,24482.0,1046.0,4791,284240.0,374823.0
964,Kutubdia,2006,32.78333333,22.85833333,247.25,79.83333333,1.541666667,3.883333333,6.325,,,,,,,,
965,Madaripur,2006,34.35,22.08333333,125.25,81.5,0.233333333,3.4,5.841666667,,,,,42478.0,223010,,
966,Maijdee Court,2006,34.29166667,22.49166667,212.25,82.25,1.05,3.233333333,6.108333332999999,,,,,,,,
967,Bagerhat,2006,35.2,22.78333333,145.41666669999995,83.0,0.65,2.883333333,6.216666667,,,,,115.0,515,,
968,Mymensingh,2006,33.68333333,21.25833333,163.41666669999995,84.41666667,0.925,3.6,5.458333333,649799.0,508732,131882,86758.0,,,488850.0,637748.0
969,Patuakhali,2006,34.53333333,22.325,190.5833333,84.0,0.683333333,3.641666667,6.291666667,781416.0,503749,258479,181349.0,0.0,0,1580.0,874.0
970,Rajshahi,2006,35.25833333,20.91666667,95.41666667,78.33333333,0.8583333329999999,3.3,6.608333332999999,959866.0,892830,214255,175489.0,9296.0,54289,866455.0,1274558.0
971,Rangamati,2006,34.55,21.2,193.0,78.58333333,0.308333333,3.291666667,6.625,25377.0,24791,13668,9894.0,,,17345.0,19630.0
