,Station Names,YEAR,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Amon_area,Amon_production,Aus_area,Aus_production,Jute_area,Jute_production,Boro_Area,Boro_Production
388,Cox's Bazar,1990,32.425,22.375,345.0,81.5,2.175,4.325,6.266666667000001,,,,,,,,
389,Dhaka,1990,32.95833333,22.175,175.25,78.08333333,1.3,4.108333333,7.025,430280.0,241600,263270,109475.0,101320.0,323210,482740.0,512220.0
390,Dinajpur,1990,33.10833333,19.875,173.41666669999995,79.75,1.116666667,3.383333333,6.4,1082910.0,763120,215110,82140.0,49280.0,126650,155710.0,166120.0
391,Faridpur,1990,33.04166667,21.275,165.41666669999995,81.41666667,1.891666667,3.725,6.65,532970.0,195170,588790,206795.0,152170.0,541720,296890.0,351390.0
392,Feni,1990,33.25,21.225,331.6666667,81.58333333,1.033333333,4.258333333,6.458333333,,,,,,,,
393,Noakhali,1990,32.075,22.40833333,250.75,84.25,2.208333333,3.866666667,6.533333333,657420.0,379270,372485,172705.0,3180.0,11100,300880.0,314940.0
394,Ishurdi,1990,34.24166667,20.35,174.91666669999995,79.83333333,1.208333333,3.758333333,6.316666667000001,,,,,,,,
395,Jessore,1990,34.10833333,20.83333333,140.5,81.25,1.958333333,4.133333333,6.133333333,704570.0,538590,380225,172115.0,123710.0,487420,281470.0,316740.0
396,Khepupara,1990,32.20833333,22.44166667,267.6666667,82.25,1.6166666669999998,4.05,5.416666667,,,,,,,,
397,Khulna,1990,33.93333333,21.41666667,161.5,82.33333333,1.2,3.891666667,6.3,1072710.0,654590,102320,46045.0,25590.0,107480,104980.0,90870.0
398,Kutubdia,1990,31.44166667,22.25833333,322.1666667,84.33333333,2.083333333,3.891666667,6.791666667,,,,,,,,
399,Madaripur,1990,33.5,21.28333333,180.75,76.75,1.216666667,4.141666667,5.375,,,,,,,,
400,Maijdee Court,1990,32.35,22.15,292.6666667,83.41666667,0.708333333,3.775,5.933333332999999,,,,,,,,
401,Bagerhat,1990,33.175,22.44166667,160.46739130000003,82.83333333,1.258333333,3.382608696,6.535897436,,,,,,,,
402,Mymensingh,1990,33.03333333,20.19166667,203.25,81.5,1.05,3.883333333,5.6,584820.0,385390,328765,154895.0,50170.0,183120,256040.0,241880.0
403,Patuakhali,1990,32.425,22.15,234.8333333,84.75,1.225,3.891666667,5.216666667,769080.0,394960,175200,68270.0,980.0,1370,4740.0,2960.0
404,Rajshahi,1990,34.125,19.6,147.08333330000005,80.91666667,1.575,3.658333333,6.466666667,1008425.0,675610,359165,156050.0,55550.0,166650,426890.0,418780.0
405,Rangamati,1990,33.075,20.9,181.3333333,80.08333333,0.7333333329999999,3.841666667,6.15,16270.0,13160,12595,7845.0,2700.0,6590,12660.0,112700.0
406,Rangpur,1990,32.75,20.05,207.25,82.33333333,1.541666667,3.666666667,6.208333333,1458990.0,1070760,356415,156665.0,284170.0,877930,430890.0,461820.0
407,Sandwip,1990,31.31666667,21.89166667,301.1666667,84.0,1.7,3.791666667,6.441666667000001,,,,,,,,
408,Satkhira,1990,34.06666667,21.725,151.75,80.08333333,2.041666667,3.775,6.141666667000001,,,,,,,,
409,Khagrachari,1990,32.88333333,21.21666667,279.5833333,79.75,1.008333333,4.033333333,4.766666667,22050.0,18800,5090,3010.0,0.0,0,3580.0,2860.0
410,Maulavibazar,1990,33.36666667,19.80833333,247.0,81.66666667,0.35,4.058333333,6.033333333,,,,,,,,
411,Sylhet,1990,33.375,20.63333333,373.6666667,81.08333333,1.225,4.575,5.433333332999999,980590.0,575960,527020,263215.0,2940.0,8080,694050.0,394700.0
412,Tangail,1990,32.96666667,20.95,131.6666667,81.25,1.266666667,3.425,5.958333333,305710.0,170370,159440,49350.0,97870.0,313180,223730.0,255020.0
413,Teknaf,1990,31.81666667,22.06666667,299.6666667,79.66666667,0.9,3.55,6.383333333,,,,,,,,
414,Barisal,1991,33.13333333,21.275,199.3333333,84.58333333,0.9,4.125,5.925,939650.0,531860,440580,181510.0,4280.0,13610,156200.0,146130.0
415,Bhola,1991,33.31666667,21.80833333,222.3333333,87.41666667,0.716666667,3.708333333,4.6,,,,,,,,
416,Bogra,1991,34.14166667,20.48333333,190.9166667,80.66666667,1.183333333,3.616666667,6.05,619240.0,486210,41730,24170.0,36610.0,142410,450460.0,473860.0
417,Chandpur,1991,32.85833333,21.825,195.5,81.0,0.683333333,3.358333333,4.775,,,,,,,,
418,Chittagong,1991,32.65,21.85,271.4166667,79.16666667,2.4,3.991666667,6.666666667,660810.0,537650,119380,87790.0,,,298570.0,196620.0
419,Chuadanga,1991,35.95,21.175,129.4444444,79.71296296,0.708333333,3.134615385,6.336111111,,,,,,,,
420,Comilla,1991,33.275,20.68333333,242.8333333,85.08333333,1.333333333,3.908333333,5.233333333,888160.0,611860,306800,177220.0,60990.0,244570,499010.0,555360.0
421,Cox's Bazar,1991,32.925,22.325,327.25,80.58333333,2.058333333,4.116666667,6.108333332999999,,,,,,,,
422,Dhaka,1991,33.66666667,22.01666667,237.5,75.5,1.241666667,4.075,7.025,479930.0,249020,224780,89550.0,106650.0,385010,499730.0,580800.0
423,Dinajpur,1991,33.775,19.65833333,167.66666669999995,78.33333333,0.991666667,3.333333333,6.375,1057600.0,793460,215360,88510.0,63010.0,169660,152550.0,169890.0
424,Faridpur,1991,33.8,21.075,179.66666669999995,81.16666667,1.775,3.575,6.375,498260.0,194890,497050,139140.0,171160.0,575100,297360.0,348940.0
425,Feni,1991,33.43333333,20.56666667,352.5833333,81.0,1.25,4.116666667,6.458333333,,,,,,,,
426,Noakhali,1991,31.75,22.71666667,280.1666667,84.41666667,2.541666667,3.733333333,6.233333332999999,660150.0,303790,293110,128080.0,1300.0,3430,329260.0,321600.0
427,Ishurdi,1991,34.48333333,20.4,141.33333330000005,78.5,1.016666667,3.616666667,6.125,,,,,,,,
428,Jessore,1991,34.81666667,20.95833333,171.0,80.33333333,1.75,3.975,5.775,716000.0,529220,324580,150680.0,132410.0,570690,276460.0,356130.0
429,Khepupara,1991,33.21666667,22.63333333,256.9166667,80.83333333,2.2,3.85,5.275,,,,,,,,
430,Khulna,1991,34.1,21.675,149.33333330000005,81.5,1.308333333,3.625,6.358333332999999,997570.0,627900,92660,48270.0,26950.0,120470,113390.0,100290.0
431,Kutubdia,1991,31.85,22.20833333,283.3333333,83.66666667,2.358333333,3.608333333,6.766666667000001,,,,,,,,
432,Madaripur,1991,33.90833333,21.30833333,200.4166667,76.41666667,1.375,4.133333333,4.841666667,,,,,,,,
433,Maijdee Court,1991,32.63333333,22.14166667,291.25,82.58333333,0.8583333329999999,3.458333333,5.4916666670000005,,,,,,,,
434,Bagerhat,1991,33.84166667,22.55,163.08333330000005,82.33333333,1.375,4.1,6.535897436,,,,,,,,
435,Mymensingh,1991,33.59166667,18.99166667,239.3333333,81.08333333,1.041666667,3.858333333,5.016666667,611070.0,339460,316070,141370.0,57380.0,198530,262890.0,272760.0
436,Patuakhali,1991,32.85833333,22.26666667,223.4166667,83.16666667,1.191666667,3.633333333,5.05,768630.0,332770,196730,81120.0,1160.0,1690,6420.0,3750.0
437,Rajshahi,1991,35.025,19.86666667,124.9166667,79.25,1.541666667,3.525,6.375,1011270.0,730970,340160,137150.0,56170.0,180310,420130.0,512710.0
438,Rangamati,1991,33.51666667,20.78333333,246.4166667,79.75,0.8833333329999999,3.775,5.766666667000001,17420.0,15100,13300,8160.0,2700.0,6590,12480.0,10170.0
439,Rangpur,1991,33.34166667,19.94166667,205.25,81.5,1.55,3.775,5.833333333,1522980.0,1112230,372690,154960.0,319530.0,1166280,442790.0,452680.0
440,Sandwip,1991,31.78333333,22.175,264.5833333,83.33333333,1.908333333,3.475,6.566666667000001,,,,,,,,
441,Satkhira,1991,34.66666667,21.91666667,146.16666669999995,79.75,2.133333333,3.741666667,5.941666667000001,,,,,,,,
442,Khagrachari,1991,33.26666667,21.375,259.3333333,78.0,1.341666667,4.058333333,3.95,24860.0,24710,5330,3870.0,0.0,0,3970.0,3020.0
443,Maulavibazar,1991,33.61666667,19.65,202.4166667,81.83333333,0.55,3.725,5.641666667000001,,,,,,,,
444,Nilphamari,1991,33.4,19.7,178.8055556,72.41666667,1.75,3.566666667,5.902777778,,,,,,,,
445,Sylhet,1991,33.225,19.90833333,385.5833333,80.75,1.225,4.566666667,5.35,1040900.0,627130,479180,268980.0,2380.0,7730,708420.0,467160.0
446,Tangail,1991,33.46666667,20.74166667,229.0,80.08333333,1.4333333330000002,3.425,5.658333333,339330.0,176940,154140,47250.0,98710.0,334630,214630.0,237930.0
447,Teknaf,1991,32.9,22.49166667,414.25,78.91666667,1.008333333,3.841666667,6.541666667,,,,,,,,
448,Barisal,1992,33.40833333,21.25,119.9166667,84.33333333,0.8833333329999999,3.491666667,6.391666667000001,931550.0,484260,437330,169760.0,3880.0,12140,148560.0,146420.0
449,Bhola,1992,33.11666667,21.63333333,135.58333330000002,85.83333333,0.691666667,3.141666667,5.108333333,,,,,,,,
450,Bogra,1992,34.13333333,20.46666667,113.9166667,78.08333333,1.475,2.716666667,6.891666667000001,607990.0,506820,19210,9960.0,32810.0,131240,458600.0,489890.0
451,Chandpur,1992,32.85,21.84166667,112.1666667,79.41666667,0.983333333,3.116666667,5.375,,,,,,,,
452,Chittagong,1992,32.51666667,21.88333333,189.5833333,80.58333333,2.316666667,3.891666667,6.275,658900.0,580430,109740,92890.0,,,305820.0,293840.0
453,Chuadanga,1992,36.05833333,20.4,129.4444444,79.71296296,0.85,3.134615385,6.336111111,,,,,,,,
454,Comilla,1992,33.64166667,20.64166667,107.0833333,84.16666667,1.416666667,3.166666667,6.55,814520.0,528270,282430,173430.0,50280.0,220730,543480.0,615970.0
455,Cox's Bazar,1992,33.21666667,22.19166667,241.0833333,80.58333333,1.966666667,4.091666667,6.291666667,,,,,,,,
456,Dhaka,1992,33.59166667,21.70833333,96.58333333,75.5,1.333333333,3.3,6.8666666670000005,488070.0,261330,188450,73170.0,104910.0,338860,485920.0,566960.0
457,Dinajpur,1992,33.68333333,19.19166667,137.41666669999998,77.08333333,1.075,2.775,6.716666667,1043090.0,713620,180670,77750.0,59060.0,169500,180480.0,204730.0
458,Faridpur,1992,33.975,20.08333333,111.3333333,78.41666667,1.575,2.9,6.816666667000001,549470.0,246230,420190,131010.0,190420.0,666470,282460.0,300520.0
459,Feni,1992,33.41666667,21.2,145.66666669999995,80.41666667,1.333333333,3.841666667,6.458333333,,,,,,,,
460,Noakhali,1992,31.725,22.60833333,230.25,83.41666667,2.083333333,3.1583333330000003,6.575,653750.0,368800,275600,106980.0,1430.0,5260,344000.0,364650.0
461,Ishurdi,1992,34.74166667,20.03333333,88.58333333,75.66666667,1.25,2.916666667,6.975,,,,,,,,
462,Jessore,1992,34.79166667,20.6,111.0833333,79.16666667,1.7,3.35,6.575,776650.0,630830,357200,189030.0,144280.0,623290,287380.0,367420.0
463,Khepupara,1992,32.88333333,22.16666667,196.5833333,80.91666667,2.05,3.4083333330000003,5.808333332999999,,,,,,,,
464,Khulna,1992,34.25,21.01666667,101.5,80.66666667,1.4916666669999998,2.866666667,6.816666667000001,1059780.0,655250,86110,57100.0,26430.0,119990,137350.0,117150.0
465,Kutubdia,1992,32.10833333,22.26666667,233.0,83.33333333,1.816666667,2.925,6.575,,,,,,,,
466,Madaripur,1992,34.05833333,21.05,125.5833333,74.58333333,1.216666667,3.508333333,5.408333333,,,,,,,,
467,Maijdee Court,1992,32.80833333,22.04166667,169.66666669999995,82.75,0.825,3.083333333,5.9916666670000005,,,,,,,,
468,Bagerhat,1992,33.675,22.3,102.6666667,82.5,1.391666667,3.35,6.535897436,,,,,,,,
469,Mymensingh,1992,33.85833333,20.68333333,132.3333333,78.75,1.283333333,3.258333333,6.225,578100.0,344280,316670,148400.0,60460.0,194680,276200.0,294280.0
470,Patuakhali,1992,33.00833333,22.13333333,250.5,82.58333333,1.016666667,3.241666667,5.5,774550.0,391020,176960,67930.0,1530.0,2250,12550.0,10730.0
471,Rajshahi,1992,35.15833333,19.725,69.91666667,76.0,1.45,2.7,7.158333333,978820.0,710750,305210,155500.0,48040.0,166700,427680.0,522710.0
472,Rangamati,1992,33.725,20.66666667,144.0,79.25,0.833333333,3.45,6.416666667,21600.0,17970,14170,8340.0,70.0,230,14540.0,12960.0
473,Rangpur,1992,33.20833333,19.71666667,167.16666669999995,80.58333333,1.4333333330000002,3.258333333,6.841666667,1560020.0,1129180,372740,152660.0,323640.0,1126370,443380.0,471860.0
474,Sandwip,1992,31.73333333,22.9,240.0,85.0,1.975,3.141666667,6.7,,,,,,,,
475,Satkhira,1992,34.68333333,21.44166667,125.6666667,77.41666667,1.666666667,3.208333333,6.591666667,,,,,,,,
476,Khagrachari,1992,33.0,21.38333333,192.0833333,80.0,1.166666667,3.5,4.866666667,22560.0,17290,5870,3990.0,0.0,0,4040.0,3560.0
477,Maulavibazar,1992,33.35,19.35,144.91666669999995,80.66666667,0.3,3.1,6.375,,,,,,,,
478,Nilphamari,1992,33.30833333,19.375,178.8055556,70.5,1.833333333,3.0,5.902777778,,,,,,,,
479,Sylhet,1992,32.98333333,19.35833333,293.0,80.08333333,1.191666667,4.266666667,5.941666667000001,903670.0,580130,332370,182690.0,1070.0,3570,748640.0,535320.0
480,Tangail,1992,33.75,20.54166667,130.3333333,79.5,1.291666667,2.883333333,6.383333333,257520.0,145180,139560,37600.0,104450.0,359310,217930.0,245070.0
481,Teknaf,1992,32.075,22.23333333,308.4166667,85.25,0.683333333,3.625,6.425,,,,,,,,
482,Barisal,1993,33.025,20.91666667,209.6666667,85.5,0.975,3.683333333,6.416666667,930230.0,509500,437330,169760.0,4850.0,9890,118930.0,124130.0
483,Bhola,1993,32.39166667,21.35833333,232.8333333,85.0,0.6416666670000001,3.6,4.875,,,,,,,,
484,Bogra,1993,33.61666667,20.65833333,159.0,79.75,1.35,3.425,6.425,615730.0,537340,19210,9960.0,29210.0,117130,450140.0,503940.0
485,Chandpur,1993,32.74166667,21.8,182.5833333,79.66666667,0.85,3.275,5.283333333,,,,,,,,
486,Chittagong,1993,32.11666667,21.05,282.8333333,79.83333333,2.391666667,3.625,6.541666667,636490.0,581510,109740,92890.0,,,307400.0,282470.0
487,Chuadanga,1993,35.21666667,20.525,129.4444444,79.71296296,0.716666667,3.134615385,6.336111111,,,,,,,,
488,Comilla,1993,32.89166667,20.59166667,233.5,84.25,1.233333333,3.483333333,6.475,866650.0,586350,282430,173430.0,50160.0,237760,561330.0,610430.0
489,Cox's Bazar,1993,32.575,21.85,294.5,79.91666667,2.458333333,3.608333333,6.775,,,,,,,,
490,Dhaka,1993,33.06666667,21.18333333,230.5833333,77.0,1.016666667,3.8,6.166666667,489450.0,266390,188450,73170.0,100750.0,387890,502710.0,552590.0
491,Dinajpur,1993,33.0,19.775,181.5833333,79.5,0.925,3.441666667,6.341666667,1028070.0,735430,180670,77750.0,40920.0,115390,149300.0,172400.0
492,Faridpur,1993,33.125,20.50833333,179.91666669999995,80.16666667,1.4916666669999998,3.441666667,6.4,602080.0,266490,420190,131010.0,179100.0,773710,232260.0,263530.0
493,Feni,1993,32.925,20.56666667,326.0,80.33333333,1.658333333,3.7,6.216666667,,,,,,,,
494,Noakhali,1993,31.25833333,22.05,41.25,83.5,2.041666667,3.566666667,6.533333333,651130.0,381760,275600,106980.0,930.0,3210,283200.0,245960.0
495,Ishurdi,1993,34.08333333,20.15833333,133.4166667,78.33333333,1.391666667,3.566666667,6.466666667,,,,,,,,
496,Jessore,1993,34.575,20.73333333,150.16666669999995,80.33333333,1.533333333,3.491666667,5.941666667000001,801050.0,591260,357200,189030.0,101850.0,451200,319190.0,365870.0
497,Khepupara,1993,32.16666667,21.95,221.1666667,81.16666667,2.291666667,3.566666667,5.7416666670000005,,,,,,,,
498,Khulna,1993,33.79166667,21.38333333,173.25,80.83333333,1.783333333,3.375,6.658333333,1011220.0,643210,86110,57100.0,18340.0,86200,156330.0,159870.0
499,Kutubdia,1993,32.75833333,21.65,258.3333333,83.91666667,1.316666667,3.091666667,6.558333332999999,,,,,,,,
500,Madaripur,1993,33.54166667,20.95833333,180.0,75.41666667,1.125,3.975,5.258333333,,,,,,,,
501,Maijdee Court,1993,31.975,21.85,285.5,82.33333333,1.066666667,3.575,5.733333332999999,,,,,,,,
502,Bagerhat,1993,33.35833333,22.25,154.41666669999995,82.25,1.75,3.541666667,6.535897436,,,,,,,,
503,Mymensingh,1993,32.71666667,20.69166667,271.8333333,80.0,1.4416666669999998,3.766666667,5.683333332999999,581350.0,379660,316670,148400.0,36920.0,124790,285290.0,291300.0
504,Patuakhali,1993,32.53333333,22.03333333,249.5,84.0,0.975,3.583333333,5.4,762100.0,406720,176960,67930.0,1710.0,2510,14000.0,12260.0
505,Rajshahi,1993,34.80833333,20.125,134.25,78.16666667,1.341666667,3.4083333330000003,6.383333333,997810.0,766840,305210,155500.0,37110.0,132850,448720.0,537220.0
506,Rangamati,1993,32.98333333,19.65833333,324.5833333,79.25,0.808333333,3.633333333,6.358333332999999,22300.0,18650,14170,8340.0,110.0,440,12870.0,11620.0
507,Rangpur,1993,32.775,19.9,210.0,82.91666667,1.175,3.658333333,6.316666667000001,1532490.0,1131990,372740,152660.0,283200.0,1062000,467010.0,514950.0
508,Sandwip,1993,31.5,22.41666667,278.1666667,84.91666667,2.008333333,3.208333333,6.558333332999999,,,,,,,,
509,Satkhira,1993,34.275,21.36666667,150.0,79.0,1.466666667,3.525,6.5,,,,,,,,
510,Khagrachari,1993,32.34166667,20.74166667,296.4166667,80.91666667,1.0,3.508333333,5.1,22770.0,18310,5870,3990.0,0.0,0,4120.0,3640.0
511,Maulavibazar,1993,33.23333333,19.13333333,217.5,81.25,0.316666667,3.358333333,6.041666667,,,,,,,,
512,Nilphamari,1993,32.38333333,19.58333333,178.8055556,74.0,2.008333333,3.733333333,5.902777778,,,,,,,,
513,Sylhet,1993,32.875,20.30833333,403.8333333,80.33333333,1.283333333,4.5,5.775,1028030.0,650460,332370,182690.0,1560.0,5270,684270.0,456760.0
514,Tangail,1993,33.35833333,20.68333333,214.9166667,81.16666667,1.258333333,3.5333333330000003,6.108333332999999,335570.0,167900,139560,37600.0,97890.0,379810,221360.0,249610.0
515,Teknaf,1993,32.21666667,21.68333333,383.5833333,80.33333333,0.8666666670000001,3.116666667,6.675,,,,,,,,
516,Barisal,1994,33.39166667,20.95833333,148.08333330000005,79.83333333,0.7333333329999999,3.491666667,6.55,949770.0,494550,354180,121660.0,4110.0,11590,99780.0,100350.0
517,Bhola,1994,32.93333333,21.54166667,148.08333330000005,79.33333333,0.6333333329999999,3.241666667,5.066666667,,,,,,,,
518,Bogra,1994,34.775,20.85833333,111.8333333,75.91666667,1.233333333,3.358333333,6.791666667,588950.0,508880,9760,4180.0,21770.0,93180,447690.0,517120.0
519,Chandpur,1994,33.14166667,21.86666667,131.0,76.0,0.4916666670000001,2.9,5.358333333,,,,,,,,
520,Chittagong,1994,32.88333333,21.66666667,188.1666667,77.16666667,2.65,3.425,6.5,644450.0,593680,99580,76110.0,,,278530.0,271820.0
521,Chuadanga,1994,35.075,20.55,129.4444444,79.71296296,0.666666667,3.134615385,6.336111111,,,,,,,,
522,Comilla,1994,33.18333333,20.59166667,115.3333333,80.33333333,1.233333333,3.325,6.55,937300.0,577940,237870,126790.0,29840.0,122340,551140.0,630450.0
523,Cox's Bazar,1994,33.08333333,22.24166667,296.3333333,77.41666667,2.075,3.483333333,7.025,,,,,,,,
524,Dhaka,1994,33.68333333,21.35,128.3333333,73.0,1.041666667,3.508333333,6.541666667,457690.0,242210,169980,61690.0,86960.0,307840,487660.0,544810.0
525,Dinajpur,1994,34.11666667,19.85,95.16666667,74.5,0.808333333,2.858333333,6.8666666670000005,957730.0,684730,115790,53090.0,43150.0,119530,223960.0,267210.0
526,Faridpur,1994,33.54166667,21.075,112.0,76.0,1.233333333,3.066666667,6.683333332999999,540080.0,204900,433360,134670.0,188950.0,710450,202500.0,218340.0
527,Feni,1994,33.76666667,20.825,166.91666669999995,76.58333333,1.416666667,3.358333333,6.516666667000001,,,,,,,,
528,Noakhali,1994,31.0,21.70833333,217.0,81.25,1.516666667,3.258333333,6.533333333,652340.0,391270,175820,70400.0,520.0,1550,272560.0,238390.0
529,Ishurdi,1994,34.90833333,20.35,88.33333333,73.41666667,1.266666667,3.383333333,6.875,,,,,,,,
530,Jessore,1994,35.28333333,20.78333333,105.0,76.58333333,1.533333333,3.6,6.3,777330.0,586980,246970,112100.0,126120.0,596550,276850.0,325500.0
531,Khepupara,1994,32.99166667,22.18333333,203.25,77.91666667,2.0333333330000003,3.341666667,5.8666666670000005,,,,,,,,
532,Khulna,1994,34.54166667,21.54166667,94.16666667,77.5,1.483333333,2.9083333330000003,6.7,974020.0,648610,104290,64210.0,12230.0,50270,124470.0,113370.0
533,Kutubdia,1994,33.28333333,21.625,236.0,79.25,1.6166666669999998,2.966666667,7.3,,,,,,,,
534,Madaripur,1994,33.525,21.25,138.58333330000002,75.83333333,1.15,3.825,5.158333333,,,,,,,,
535,Maijdee Court,1994,32.79166667,22.05,243.0,77.83333333,1.425,3.35,6.575,,,,,,,,
536,Bagerhat,1994,33.54166667,22.43333333,134.0,80.66666667,1.6833333330000002,3.375,6.535897436,,,,,,,,
537,Mymensingh,1994,33.38333333,20.64166667,133.6666667,76.41666667,1.408333333,3.575,6.125,578700.0,412510,252440,122270.0,38430.0,117210,274730.0,285140.0
538,Patuakhali,1994,33.54166667,22.05,217.6666667,81.0,0.975,3.616666667,5.466666667,770440.0,430490,146300,66360.0,1850.0,2630,15910.0,14540.0
539,Rajshahi,1994,34.71666667,20.45833333,95.16666667,74.0,1.108333333,3.0333333330000003,6.841666667,967010.0,708430,285680,144330.0,44620.0,158400,469080.0,584140.0
540,Rangamati,1994,33.83333333,20.6,169.0,75.83333333,0.716666667,3.558333333,6.708333333,19000.0,16580,14930,8840.0,120.0,460,14650.0,14420.0
541,Rangpur,1994,33.48333333,20.025,108.4166667,76.66666667,1.525,3.2,6.933333332999999,1541410.0,1159020,263500,113490.0,231710.0,824890,490320.0,353510.0
542,Sandwip,1994,32.03333333,22.65,242.8333333,82.66666667,1.658333333,3.141666667,6.408333333,,,,,,,,
543,Satkhira,1994,34.925,21.63333333,134.58333330000002,75.41666667,1.075,3.058333333,6.441666667000001,,,,,,,,
544,Khagrachari,1994,33.03333333,20.79166667,214.0833333,77.58333333,0.666666667,3.333333333,5.366666667,23550.0,21900,4090,2870.0,0.0,0,4050.0,3620.0
545,Maulavibazar,1994,33.275,19.58333333,150.0,76.58333333,0.241666667,3.2,6.4916666670000005,,,,,,,,
546,Nilphamari,1994,33.43333333,20.23333333,178.8055556,70.83333333,1.833333333,3.15,5.902777778,,,,,,,,
547,Sylhet,1994,33.06666667,20.48333333,293.4166667,76.75,1.266666667,4.333333333,6.333333333,1016850.0,623970,356370,184600.0,1510.0,5570,751980.0,532570.0
548,Tangail,1994,33.75,20.58333333,145.41666669999995,80.91666667,1.191666667,3.316666667,6.441666667000001,325410.0,173870,123170,38680.0,84710.0,275310,221450.0,264880.0
549,Teknaf,1994,33.11666667,21.075,434.6666667,78.25,1.183333333,3.266666667,6.608333332999999,,,,,,,,
550,Barisal,1995,33.85833333,21.15833333,188.1666667,79.91666667,0.7583333329999999,3.716666667,6.108333332999999,894440.0,379660,365640,130140.0,4000.0,13000,76400.0,65860.0
551,Bhola,1995,33.7,21.8,160.66666669999995,80.66666667,0.691666667,3.508333333,4.791666667,,,,,,,,
552,Bogra,1995,34.2,21.19166667,188.0833333,76.75,1.216666667,3.6,6.308333332999999,582220.0,470940,8490,2700.0,29000.0,127000,473210.0,542040.0
553,Chandpur,1995,33.21666667,22.0,167.41666669999995,76.66666667,0.591666667,3.258333333,5.1,,,,,,,,
554,Chittagong,1995,33.71666667,22.31666667,203.6666667,77.16666667,2.925,3.641666667,6.566666667000001,625790.0,608260,87280,54700.0,,,276670.0,269000.0
555,Chuadanga,1995,35.28333333,20.975,129.4444444,79.71296296,0.625,3.134615385,6.336111111,,,,,,,,
556,Comilla,1995,33.525,20.65833333,175.16666669999995,81.0,1.416666667,3.691666667,6.275,953360.0,584110,217770,100090.0,40000.0,169000,566320.0,570770.0
557,Cox's Bazar,1995,33.29166667,22.63333333,311.9166667,77.91666667,2.366666667,3.891666667,6.9,,,,,,,,
558,Dhaka,1995,34.46666667,21.7,145.91666669999995,73.0,0.908333333,3.733333333,6.216666667,451350.0,231800,161180,55010.0,101000.0,359000,464590.0,481820.0
559,Dinajpur,1995,34.20833333,19.775,217.75,74.0,0.666666667,3.225,6.408333333,861720.0,518250,110150,31070.0,48000.0,142000,268070.0,272140.0
560,Faridpur,1995,34.025,21.48333333,167.16666669999995,76.08333333,1.708333333,3.5333333330000003,6.35,599730.0,220370,448740,162210.0,209000.0,583000,199710.0,200400.0
561,Feni,1995,34.05,21.35833333,250.75,77.75,1.5583333330000002,3.8,6.525,,,,,,,,
562,Noakhali,1995,30.15833333,22.3,242.5833333,78.66666667,2.116666667,3.316666667,6.575,647260.0,370400,242260,99010.0,700.0,2000,215060.0,186040.0
563,Ishurdi,1995,35.025,20.525,106.8333333,73.25,1.341666667,3.708333333,6.3666666670000005,,,,,,,,
564,Jessore,1995,34.90833333,21.08333333,116.4166667,77.08333333,1.925,3.783333333,5.85,772250.0,525490,231300,116180.0,143000.0,596000,325530.0,364600.0
565,Khepupara,1995,33.275,22.525,264.5,78.25,1.783333333,3.316666667,5.95,,,,,,,,
566,Khulna,1995,34.68333333,21.475,183.75,78.0,1.291666667,3.208333333,6.25,962060.0,547390,93930,56710.0,19000.0,80000,119980.0,114660.0
567,Kutubdia,1995,33.40833333,22.225,254.4166667,79.91666667,1.7583333330000002,3.2833333330000003,6.775,,,,,,,,
568,Madaripur,1995,33.93333333,21.60833333,182.4166667,76.75,0.975,3.783333333,5.05,,,,,,,,
569,Maijdee Court,1995,33.15,22.35,265.0833333,78.66666667,1.233333333,3.591666667,6.125,,,,,,,,
570,Bagerhat,1995,34.21666667,22.63333333,149.75,80.33333333,1.516666667,3.475,6.535897436,,,,,,,,
571,Mymensingh,1995,33.15833333,20.91666667,215.9166667,77.0,1.416666667,3.691666667,5.608333332999999,569780.0,368540,258460,105170.0,53000.0,192000,280890.0,256870.0
572,Patuakhali,1995,33.7,22.03333333,277.8333333,81.0,1.158333333,3.808333333,5.55,777220.0,348230,162040,71320.0,2000.0,3000,19790.0,19530.0
573,Rajshahi,1995,35.01666667,20.69166667,119.3333333,75.08333333,0.925,3.425,6.258333333,940960.0,609980,219490,107490.0,43000.0,154000,507230.0,573420.0
574,Rangamati,1995,34.58333333,21.125,200.25,75.83333333,0.808333333,3.808333333,6.533333333,21710.0,19770,14000,6230.0,100.0,500,12650.0,11200.0
575,Rangpur,1995,32.86666667,20.14166667,225.5,77.66666667,1.35,3.658333333,6.441666667000001,1278560.0,953840,212060,77750.0,276000.0,1038000,555840.0,610100.0
576,Sandwip,1995,32.6,23.075,186.1666667,83.25,1.875,3.233333333,6.533333333,,,,,,,,
577,Satkhira,1995,34.90833333,21.56666667,148.75,76.33333333,1.0,3.25,6.225,,,,,,,,
578,Khagrachari,1995,33.46666667,21.375,194.6666667,78.0,0.7333333329999999,3.6,5.283333333,21820.0,20010,3950,2930.0,0.0,0,3830.0,2580.0
579,Maulavibazar,1995,33.96666667,19.65,169.25,75.33333333,0.316666667,3.35,6.3,,,,,,,,
580,Nilphamari,1995,33.43333333,20.34166667,178.8055556,72.33333333,1.866666667,3.541666667,5.902777778,,,,,,,,
581,Sylhet,1995,33.85833333,20.81666667,300.3333333,77.25,1.1,4.633333333,5.891666667000001,1076370.0,644730,503190,286410.0,2000.0,8000,746420.0,514610.0
